row,Year,Product_type,Brand,Title,Ticker,Mkt_Date,Mkt_Date_plus6,close,close_plus6,market_cap_cur,shares_out,year_inc,spx_close,spx_plus6,rtn_vs_spx,rtn,spx
108,2000,Website,LastMinuteTravel.com,Tornado,LMIN,1/31/2000,7/31/2000,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,429.15,358.62,#VALUE!,#VALUE!,-0.164366405
109,2000,Website,LifeMinders.com,The Worst Commercial,LFMN,1/31/2000,7/31/2000,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,429.15,358.62,#VALUE!,#VALUE!,-0.164366405
110,2000,Website,MicroStrategy,Fraud,MSTR,1/31/2000,7/31/2000,"$1,388.75 ",$221.88 ,"$4,126,971,321 ","12,938,650",1989,429.15,358.62,-0.675867619,-0.840234023,-0.164366405
111,2000,Website,MicroStrategy,Stock Alert,MSTR,1/31/2000,7/31/2000,"$1,388.75 ",$221.88 ,"$4,126,971,321 ","12,938,650",1989,429.15,358.62,-0.675867619,-0.840234023,-0.164366405
112,2000,Website,Monster.com,The Road Less Travelled,MWW,1/31/2000,7/31/2000,#VALUE!,#VALUE!,"$1,691,560 ","4,228,906,000",2003,429.15,358.62,#VALUE!,#VALUE!,-0.164366405
113,2000,Website,OnMoney.com,Paper Monster,none,1/31/2000,7/31/2000,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,429.15,358.62,#VALUE!,#VALUE!,-0.164366405
114,2000,Website,Netpliance,Webhead,NONE,1/31/2000,7/31/2000,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,429.15,358.62,#VALUE!,#VALUE!,-0.164366405
115,2000,Website,OurBeginning.com,Invites,OURN,1/31/2000,7/31/2000,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,429.15,358.62,#VALUE!,#VALUE!,-0.164366405
116,2000,Website,Pets.com,If You Leave Me Now,IPET,1/31/2000,7/31/2000,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,429.15,358.62,#VALUE!,#VALUE!,-0.164366405
117,2000,Website,WebMD,Ali,WBMD,1/31/2000,7/31/2000,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,429.15,358.62,#VALUE!,#VALUE!,-0.164366405
131,2001,Website,E*Trade,Ghost Town,ETFC,1/29/2001,7/30/2001,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,414.62,451.77,#VALUE!,#VALUE!,0.089610232
141,2002,Website,Yahoo!,Dolphin,YHOO,2/4/2002,8/5/2002,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,410.85,421.08,#VALUE!,#VALUE!,0.02490177
201,2008,Website,E*Trade,Baby,ETFC,2/4/2008,8/4/2008,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"1,009.62","1,065.62",#VALUE!,#VALUE!,0.055466644
202,2008,Website,E*Trade,Clown,ETFC,2/4/2008,8/4/2008,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"1,009.62","1,065.62",#VALUE!,#VALUE!,0.055466644
223,2009,Website,E*Trade,Singing Baby,ETFC,2/2/2009,8/3/2009,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,892.77,996.15,#VALUE!,#VALUE!,0.115802218
255,2010,Website,cars.com,Smart Kid #2,CARS,2/8/2010,8/9/2010,#VALUE!,#VALUE!,"$1,319,644,000 ","66,817,390",2016,"1,339.69","1,678.92",#VALUE!,#VALUE!,0.25321542
256,2010,Website,E*Trade,Date,ETFC,2/8/2010,8/9/2010,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"1,339.69","1,678.92",#VALUE!,#VALUE!,0.25321542
257,2010,Website,Focus on the Family.com,Miracle Baby,none,2/8/2010,8/9/2010,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"1,339.69","1,678.92",#VALUE!,#VALUE!,0.25321542
258,2010,Website,GoDaddy,Massage,GDDY,2/8/2010,8/9/2010,#VALUE!,#VALUE!,"$11,701,940,000 ","154,481,000",2014,"1,339.69","1,678.92",#VALUE!,#VALUE!,0.25321542
259,2010,Website,Google,Searching,GOOGL,2/8/2010,8/9/2010,$13.35 ,$12.65 ,"$1,364,114,000,000 ","12,697,000,000",2015,"1,339.69","1,678.92",-0.305928215,-0.052712795,0.25321542
260,2010,Website,Monster.com,Talented Beaver,MWW,2/8/2010,8/9/2010,€ 33.38,€ 34.74,"$9,054,478,000 ","183,959,300",#FIELD!,"1,339.69","1,678.92",-0.21247246,0.04074296,0.25321542
361,2015,Website,Wix.com ,,WIX,2/2/2015,8/3/2015,$18.63 ,$27.84 ,"$4,941,125,463 ","56,820,670",2006,"3,181.63","3,372.00",0.434529652,0.494363929,0.059834277
362,2015,Website,GoDaddy.com ,,GDDY,2/2/2015,8/3/2015,#VALUE!,$28.39 ,"$11,701,940,000 ","154,481,000",2014,"3,181.63","3,372.00",#VALUE!,#VALUE!,0.059834277
363,2015,Website,Squarespace ,,none,2/2/2015,8/3/2015,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"3,181.63","3,372.00",#VALUE!,#VALUE!,0.059834277
420,2017,Website,Airbnb ,,ABNB,2/6/2017,8/7/2017,#VALUE!,#VALUE!,"$76,078,613,150 ","630,155,000",2008,"4,448.00","5,635.00",#VALUE!,#VALUE!,0.266861511
497,2018,Website,Blacture ,,none,2/5/2018,8/6/2018,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"5,595.00","6,855.00",#VALUE!,#VALUE!,0.225201072
498,2018,Website,Squarespace ,,none,2/5/2018,8/6/2018,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"5,595.00","6,855.00",#VALUE!,#VALUE!,0.225201072
499,2018,Website,Wix.com ,,WIX,2/5/2018,8/6/2018,$60.00 ,$100.30 ,"$4,941,125,463 ","56,820,670",2006,"5,595.00","6,855.00",0.446465594,0.671666667,0.225201072
562,2020,Website,Facebook  ,Facebook groups ,FB,2/3/2020,8/3/2020,$204.19 ,$251.96 ,"$616,516,437,240 ","2,562,732,000",2004,"9,005.00","10,455.00",0.072927119,0.233948773,0.161021655
2,1975,Goods,Master Lock,Rifle,FBHS,1/13/1975,7/14/1975,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
11,1984,Goods,Master Lock,The Doubters,FBHS,1/23/1984,7/23/1984,#VALUE!,#VALUE!,"$616,516,437,240 ","2,562,732,000",2004,#VALUE!,187.38,#VALUE!,#VALUE!,#VALUE!
58,1998,Goods,Michelin,Drill,MGDDF,1/26/1998,7/27/1998,#VALUE!,#VALUE!,"$20,588,010,000 ","714,117,400",1955,586.92,533.08,#VALUE!,#VALUE!,-0.091743163
218,2009,Goods,Bridgestone,The Potato Heads,BRDCY,2/2/2009,8/3/2009,$6.23 ,$9.13 ,"$28,677,810,000 ","1,427,396,000",1931,892.77,996.15,0.350061236,0.465863454,0.115802218
246,2010,Goods,Bridgestone,Killer Whale,BRDCY,2/8/2010,8/9/2010,$8.05 ,$9.25 ,"$28,677,810,000 ","1,427,396,000",1931,"1,339.69","1,678.92",-0.103836538,0.149378882,0.25321542
254,2010,Goods,Dante's Inferno,,EA,2/8/2010,8/9/2010,$17.49 ,$17.15 ,"$34,484,120,700 ","274,227,600",1991,"1,339.69","1,678.92",-0.2726551,-0.01943968,0.25321542
277,2011,Goods,Best Buy,Upgrades,BBY,2/7/2011,8/8/2011,$34.10 ,$23.34 ,"$15,871,393,871 ","218,045,700",1966,"2,019.23","1,775.85",-0.194986631,-0.315519957,-0.120533326
292,2012,Goods,Best Buy,Phone Innovators,BBY,2/6/2012,8/6/2012,$24.04 ,$19.48 ,"$15,871,393,871 ","218,045,700",1966,"2,249.69","2,156.00",-0.148056166,-0.189702867,-0.041646701
305,2014,Goods,WeatherTech,,:none,2/3/2014,8/4/2014,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"2,973.19","2,749.19",#VALUE!,#VALUE!,-0.075340079
307,2014,Goods,RadioShack,,:none,2/3/2014,8/4/2014,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"2,973.19","2,749.19",#VALUE!,#VALUE!,-0.075340079
309,2015,Goods,Loctite,,HENKY,2/2/2015,8/3/2015,$25.81 ,$25.52 ,"$33,590,740,000 ","1,751,835,000",2001,"3,181.63","3,372.00",-0.071070232,-0.011235955,0.059834277
310,2015,Goods,Jublia ,,BMY,2/2/2015,8/3/2015,$60.23 ,$65.34 ,"$142,290,157,225 ","2,100,847,000",1933,"3,181.63","3,372.00",0.025007164,0.084841441,0.059834277
326,2015,Goods,WeatherTech ,,:none,2/2/2015,8/3/2015,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"3,181.63","3,372.00",#VALUE!,#VALUE!,0.059834277
328,2015,Goods,Always ,,PG,2/2/2015,8/3/2015,$85.12 ,$76.40 ,"$368,394,254,700 ","2,356,969,000",1905,"3,181.63","3,372.00",-0.162277886,-0.102443609,0.059834277
353,2015,Goods,Mophie ,,:none,2/2/2015,8/3/2015,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"3,181.63","3,372.00",#VALUE!,#VALUE!,0.059834277
357,2015,Goods,Dove+Men ,,UL,2/2/2015,8/3/2015,$43.88 ,$45.78 ,"$140,821,500,000 ","2,524,789,000",1894,"3,181.63","3,372.00",-0.016534368,0.043299909,0.059834277
370,2016,Goods,WeatherTech ,,:none,2/8/2016,8/8/2016,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"2,757.00","4,102.00",#VALUE!,#VALUE!,0.487849111
385,2016,Goods,The Pokémon Company ,,:none,2/8/2016,8/8/2016,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"2,757.00","4,102.00",#VALUE!,#VALUE!,0.487849111
388,2016,Goods,Colgate ,,CL,2/8/2016,8/8/2016,$66.07 ,$74.43 ,"$67,162,671,040 ","829,568,200",1923,"2,757.00","4,102.00",-0.361316646,0.126532466,0.487849111
395,2017,Goods,84 Lumber ,,:none,2/6/2017,8/7/2017,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"4,448.00","5,635.00",#VALUE!,#VALUE!,0.266861511
403,2017,Goods,Mr. Clean ,,PG,2/6/2017,8/7/2017,$87.40 ,$91.44 ,"$368,394,254,700 ","2,356,969,000",1905,"4,448.00","5,635.00",-0.220637254,0.046224256,0.266861511
419,2017,Goods,Nintendo Switch ,,NTDOY,2/6/2017,8/7/2017,$5.28 ,$8.57 ,"$7,390,845,000,000 ","1,298,690,000",1947,"4,448.00","5,635.00",0.356387259,0.623248769,0.266861511
436,2018,Goods,WeatherTech ,,:none,2/5/2018,8/6/2018,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"5,595.00","6,855.00",#VALUE!,#VALUE!,0.225201072
448,2018,Goods,Febreze ,,PG,2/5/2018,8/6/2018,$81.06 ,$82.52 ,"$368,394,254,700 ","2,356,969,000",1905,"5,595.00","6,855.00",-0.207189723,0.01801135,0.225201072
462,2018,Goods,Monster N/A,,MNST,2/5/2018,8/6/2018,$31.93 ,$29.71 ,"$59,779,319,085 ","1,044,819,000",2014,"5,595.00","6,855.00",-0.294739052,-0.06953798,0.225201072
464,2018,Goods,Persil ,,UL,2/5/2018,8/6/2018,$53.92 ,$56.76 ,"$140,821,500,000 ","2,524,789,000",1894,"5,595.00","6,855.00",-0.172530449,0.052670623,0.225201072
465,2018,Goods,Tide ,,PG,2/5/2018,8/6/2018,$81.06 ,$82.52 ,"$368,394,254,700 ","2,356,969,000",1905,"5,595.00","6,855.00",-0.207189723,0.01801135,0.225201072
466,2018,Goods,Tide ,,PG,2/5/2018,8/6/2018,$81.06 ,$82.52 ,"$368,394,254,700 ","2,356,969,000",1905,"5,595.00","6,855.00",-0.207189723,0.01801135,0.225201072
467,2018,Goods,Tide ,,PG,2/5/2018,8/6/2018,$81.06 ,$82.52 ,"$368,394,254,700 ","2,356,969,000",1905,"5,595.00","6,855.00",-0.207189723,0.01801135,0.225201072
468,2018,Goods,Tide ,,PG,2/5/2018,8/6/2018,$81.06 ,$82.52 ,"$368,394,254,700 ","2,356,969,000",1905,"5,595.00","6,855.00",-0.207189723,0.01801135,0.225201072
496,2018,Goods,Heroes Arena ,,:none,2/5/2018,8/6/2018,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"5,595.00","6,855.00",#VALUE!,#VALUE!,0.225201072
536,2019,Goods,Walmart Grocery Pickup ,,WMT,2/4/2019,8/5/2019,$94.77 ,$105.82 ,"$405,195,466,340 ","2,697,347,000",1969,"6,510.00","8,500.00",-0.189085484,0.11659808,0.305683564
541,2019,Goods,Xbox Adaptive Controller ,,MSFT,2/4/2019,8/5/2019,$105.74 ,$132.21 ,"$2,274,590,134,080 ","7,435,488,000",1993,"6,510.00","8,500.00",-0.055352563,0.250331001,0.305683564
15,1990,Service,American Express,The Race,AXP,1/29/1990,7/30/1990,$8.79 ,$8.54 ,"$113,589,476,181 ","743,240,700",1965,#VALUE!,264.92,#VALUE!,-0.02916387,#VALUE!
42,1998,Service,Visa,Elephant,V,1/26/1998,7/27/1998,#VALUE!,#VALUE!,"$465,196,897,900 ","2,049,145,000",2007,586.92,533.08,#VALUE!,#VALUE!,-0.091743163
52,1998,Service,FedEx,We Apologize,FDX,1/26/1998,7/27/1998,$31.97 ,$31.59 ,"$57,312,003,478 ","251,351,900",1997,586.92,533.08,0.080012976,-0.011730187,-0.091743163
64,1999,Service,MasterCard,Toons,MA,2/1/1999,8/2/1999,#VALUE!,#VALUE!,"$351,434,769,997 ","940,180,500",2001,537.92,669.31,#VALUE!,#VALUE!,0.2442443
77,1999,Service,FedEx,Stanley Cup,FDX,2/1/1999,8/2/1999,$42.56 ,$44.75 ,"$57,312,003,478 ","251,351,900",1997,537.92,669.31,-0.192849293,0.051395007,0.2442443
89,2000,Service,Visa,Swimmers,V,1/31/2000,7/31/2000,#VALUE!,#VALUE!,"$465,196,897,900 ","2,049,145,000",2007,429.15,358.62,#VALUE!,#VALUE!,-0.164366405
93,2000,Service,FedEx,Combat Rangers,FDX,1/31/2000,7/31/2000,$39.56 ,$39.63 ,"$57,312,003,478 ","251,351,900",1997,429.15,358.62,0.165946183,0.001579779,-0.164366405
94,2000,Service,FedEx,The Lollipop Guild,FDX,1/31/2000,7/31/2000,$39.56 ,$39.63 ,"$57,312,003,478 ","251,351,900",1997,429.15,358.62,0.165946183,0.001579779,-0.164366405
152,2003,Service,FedEx,Cast Away,FDX,1/27/2003,7/28/2003,$51.65 ,$65.16 ,"$57,312,003,478 ","251,351,900",1997,425.38,526.08,0.024859508,0.261568248,0.23670874
165,2004,Service,MasterCard,Errands,MA,2/2/2004,8/2/2004,#VALUE!,#VALUE!,"$351,434,769,997 ","940,180,500",2001,577.23,588.54,#VALUE!,#VALUE!,0.019589558
172,2005,Service,MastercardIcons,,MA,2/7/2005,8/8/2005,#VALUE!,#VALUE!,"$351,434,769,997 ","940,180,500",2001,751.15,824.39,#VALUE!,#VALUE!,0.097491034
327,2015,Service,Discover ,,DFS,2/2/2015,8/3/2015,$55.31 ,$55.15 ,"$24,099,475,400 ","253,946,000",1960,"3,181.63","3,372.00",-0.062727063,-0.002892786,0.059834277
345,2015,Service,Esurance ,,ALL,2/2/2015,8/3/2015,$70.91 ,$69.38 ,"$29,366,760,894 ","263,166,600",1992,"3,181.63","3,372.00",-0.081410923,-0.021576646,0.059834277
346,2015,Service,Esurance ,,ALL,2/2/2015,8/3/2015,$70.91 ,$69.38 ,"$29,366,760,894 ","263,166,600",1992,"3,181.63","3,372.00",-0.081410923,-0.021576646,0.059834277
347,2015,Service,Nationwide ,,N/A,2/2/2015,8/3/2015,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"3,181.63","3,372.00",#VALUE!,#VALUE!,0.059834277
348,2015,Service,Nationwide ,,N/A,2/2/2015,8/3/2015,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"3,181.63","3,372.00",#VALUE!,#VALUE!,0.059834277
354,2015,Service,No More ,,N/A,2/2/2015,8/3/2015,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"3,181.63","3,372.00",#VALUE!,#VALUE!,0.059834277
355,2015,Service,Weight Watchers ,,WTW,2/2/2015,8/3/2015,$116.45 ,$124.19 ,"$24,819,780,000 ","106,413,100",2009,"3,181.63","3,372.00",0.00658994,0.066424216,0.059834277
359,2015,Service,TurboTax ,,INTU,2/2/2015,8/3/2015,$88.28 ,$105.05 ,"$122,573,527,624 ","280,546,400",1993,"3,181.63","3,372.00",0.130129475,0.189963752,0.059834277
411,2017,Service,TurboTax ,,INTU,2/6/2017,8/7/2017,$117.89 ,$136.65 ,"$122,573,527,624 ","280,546,400",1993,"4,448.00","5,635.00",-0.107730117,0.159131394,0.266861511
421,2017,Service,Squarespace ,,N/A,2/6/2017,8/7/2017,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"4,448.00","5,635.00",#VALUE!,#VALUE!,0.266861511
422,2017,Service,Wix.com N/A,,WIX,2/6/2017,8/7/2017,$51.90 ,$58.60 ,"$4,941,125,463 ","56,820,670",2006,"4,448.00","5,635.00",-0.137767098,0.129094412,0.266861511
429,2018,Service,Turkish Airlines ,,TKHLY,2/5/2018,8/6/2018,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"5,595.00","6,855.00",#VALUE!,#VALUE!,0.225201072
463,2018,Service,E-Trade ,,ETFC,2/5/2018,8/6/2018,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"5,595.00","6,855.00",#VALUE!,#VALUE!,0.225201072
469,2018,Service,Rocket Mortgage ,,RTK,2/5/2018,8/6/2018,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"5,595.00","6,855.00",#VALUE!,#VALUE!,0.225201072
470,2018,Service,Groupon ,,GRPN,2/5/2018,8/6/2018,$102.00 ,$91.50 ,"$102,408,845 ","30,707,300",2008,"5,595.00","6,855.00",-0.328142249,-0.102941176,0.225201072
480,2018,Service,Intuit ,,INTU,2/5/2018,8/6/2018,$157.65 ,$207.48 ,"$122,573,527,624 ","280,546,400",1993,"5,595.00","6,855.00",0.090878851,0.316079924,0.225201072
481,2018,Service,TurboTax ,,INTU,2/5/2018,8/6/2018,$157.65 ,$207.48 ,"$122,573,527,624 ","280,546,400",1993,"5,595.00","6,855.00",0.090878851,0.316079924,0.225201072
482,2018,Service,TurboTax ,,INTU,2/5/2018,8/6/2018,$157.65 ,$207.48 ,"$122,573,527,624 ","280,546,400",1993,"5,595.00","6,855.00",0.090878851,0.316079924,0.225201072
494,2018,Service,Tourism Australia ,,N/A,2/5/2018,8/6/2018,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"5,595.00","6,855.00",#VALUE!,#VALUE!,0.225201072
495,2018,Service,Universal Parks & Resorts ,,CMCSA,2/5/2018,8/6/2018,$39.20 ,$35.32 ,"$169,754,635,440 ","4,168,827,000",2001,"5,595.00","6,855.00",-0.324180664,-0.098979592,0.225201072
534,2019,Service,Amazon Echo ,,AMZN,2/4/2019,8/5/2019,$81.67 ,$88.26 ,"$1,061,639,440,535 ","10,260,350,000",1996,"6,510.00","8,500.00",-0.224976288,0.080707275,0.305683564
4,1979,Soft drink,Coca-Cola,"Hey Kid, Catch!",KO,1/22/1979,7/23/1979,#VALUE!,#VALUE!,"$275,735,525,737 ","4,324,578,000",1919,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
16,1992,Soft drink,Pepsi,Cindy Crawford,PEP,1/27/1992,7/27/1992,$16.44 ,$18.13 ,"$263,160,028,394 ","1,377,693,000",1986,263.85,289.69,0.004702672,0.102661597,0.097958925
36,1997,Soft drink,Pepsi,Darth Vader,PEP,1/27/1997,7/28/1997,$34.13 ,$38.44 ,"$263,160,028,394 ","1,377,693,000",1986,766.23,655.85,0.270435516,0.126373626,-0.144061889
55,1998,Soft drink,Pepsi,Mosquito,PEP,1/26/1998,7/27/1998,$36.44 ,$40.00 ,"$263,160,028,394 ","1,377,693,000",1986,586.92,533.08,0.189513317,0.097770154,-0.091743163
56,1998,Soft drink,Pepsi,Goose,PEP,1/26/1998,7/27/1998,$36.44 ,$40.00 ,"$263,160,028,394 ","1,377,693,000",1986,586.92,533.08,0.189513317,0.097770154,-0.091743163
128,2001,Soft drink,Pepsi,The Best Pepsi Ad Ever,PEP,1/29/2001,7/30/2001,$43.65 ,$46.10 ,"$263,160,028,394 ","1,377,693,000",1986,414.62,451.77,-0.033481939,0.056128293,0.089610232
129,2001,Soft drink,Pepsi,Bob Dole,PEP,1/29/2001,7/30/2001,$43.65 ,$46.10 ,"$263,160,028,394 ","1,377,693,000",1986,414.62,451.77,-0.033481939,0.056128293,0.089610232
130,2001,Soft drink,Pepsi,Rollercoaster,PEP,1/29/2001,7/30/2001,$43.65 ,$46.10 ,"$263,160,028,394 ","1,377,693,000",1986,414.62,451.77,-0.033481939,0.056128293,0.089610232
139,2002,Soft drink,Pepsi,Now and Then,PEP,2/4/2002,8/5/2002,$50.30 ,$40.94 ,"$263,160,028,394 ","1,377,693,000",1986,410.85,421.08,-0.210985269,-0.186083499,0.02490177
140,2002,Soft drink,Pepsi,The Joy of Pepsi,PEP,2/4/2002,8/5/2002,$50.30 ,$40.94 ,"$263,160,028,394 ","1,377,693,000",1986,410.85,421.08,-0.210985269,-0.186083499,0.02490177
166,2004,Soft drink,Pepsi,Bear's Disguise,PEP,2/2/2004,8/2/2004,$47.94 ,$51.08 ,"$263,160,028,394 ","1,377,693,000",1986,577.23,588.54,0.045908982,0.06549854,0.019589558
167,2004,Soft drink,Pepsi,Hendrix,PEP,2/2/2004,8/2/2004,$47.94 ,$51.08 ,"$263,160,028,394 ","1,377,693,000",1986,577.23,588.54,0.045908982,0.06549854,0.019589558
181,2005,Soft drink,Diet Pepsi,The Diet Pepsi Truck,PEP,2/7/2005,8/8/2005,$54.70 ,$53.90 ,"$263,160,028,394 ","1,377,693,000",1986,751.15,824.39,-0.112116263,-0.014625229,0.097491034
199,2008,Soft drink,Coca-Cola,It's Mine,KO,2/4/2008,8/4/2008,$29.32 ,$26.95 ,"$275,735,525,737 ","4,324,578,000",1919,"1,009.62","1,065.62",-0.136142066,-0.080675422,0.055466644
200,2008,Soft drink,SoBe,Thriller,PEP,2/4/2008,8/4/2008,$69.22 ,$67.67 ,"$263,160,028,394 ","1,377,693,000",1986,"1,009.62","1,065.62",-0.077859016,-0.022392372,0.055466644
219,2009,Soft drink,Pepsi,Forever Young,PEP,2/2/2009,8/3/2009,$50.13 ,$56.20 ,"$263,160,028,394 ","1,377,693,000",1986,892.77,996.15,0.00528296,0.121085179,0.115802218
220,2009,Soft drink,Pepsi,I'm Good,PEP,2/2/2009,8/3/2009,$50.13 ,$56.20 ,"$263,160,028,394 ","1,377,693,000",1986,892.77,996.15,0.00528296,0.121085179,0.115802218
221,2009,Soft drink,Pepsi,PepSuber,PEP,2/2/2009,8/3/2009,$50.13 ,$56.20 ,"$263,160,028,394 ","1,377,693,000",1986,892.77,996.15,0.00528296,0.121085179,0.115802218
250,2010,Soft drink,Coca-Cola,Africa,KO,2/8/2010,8/9/2010,$26.33 ,$28.56 ,"$275,735,525,737 ","4,324,578,000",1919,"1,339.69","1,678.92",-0.168505068,0.084710351,0.25321542
251,2010,Soft drink,Coca-Cola,The Simpsons,KO,2/8/2010,8/9/2010,$26.33 ,$28.56 ,"$275,735,525,737 ","4,324,578,000",1919,"1,339.69","1,678.92",-0.168505068,0.084710351,0.25321542
276,2011,Soft drink,Pepsi,Love Hurts,PEP,2/7/2011,8/8/2011,$63.68 ,$62.97 ,"$263,160,028,394 ","1,377,693,000",1986,"2,019.23","1,775.85",0.109383828,-0.011149497,-0.120533326
291,2012,Soft drink,Pepsi,The King's Court,PEP,2/6/2012,8/6/2012,$66.52 ,$72.48 ,"$263,160,028,394 ","1,377,693,000",1986,"2,249.69","2,156.00",0.131243815,0.089597114,-0.041646701
308,2014,Soft drink,Coca-Cola,,KO,2/3/2014,8/4/2014,$37.20 ,$39.40 ,"$275,735,525,737 ","4,324,578,000",1919,"2,973.19","2,749.19",0.134479864,0.059139785,-0.075340079
358,2015,Soft drink,Coca-Cola ,,KO,2/2/2015,8/3/2015,$41.59 ,$41.54 ,"$275,735,525,737 ","4,324,578,000",1919,"3,181.63","3,372.00",-0.061036489,-0.001202212,0.059834277
389,2016,Soft drink,Mountain Dew Kickstart ,,PEP,2/8/2016,8/8/2016,$97.52 ,$108.14 ,"$263,160,028,394 ","1,377,693,000",1986,"2,757.00","4,102.00",-0.378948373,0.108900738,0.487849111
472,2018,Soft drink,Coca-Cola ,,KO,2/5/2018,8/6/2018,$44.89 ,$46.65 ,"$275,735,525,737 ","4,324,578,000",1919,"5,595.00","6,855.00",-0.185994122,0.03920695,0.225201072
473,2018,Soft drink,Diet Coke ,,KO,2/5/2018,8/6/2018,$44.89 ,$46.65 ,"$275,735,525,737 ","4,324,578,000",1919,"5,595.00","6,855.00",-0.185994122,0.03920695,0.225201072
474,2018,Soft drink,Pepsi ,,PEP,2/5/2018,8/6/2018,$114.46 ,$117.38 ,"$263,160,028,394 ","1,377,693,000",1986,"5,595.00","6,855.00",-0.199689977,0.025511096,0.225201072
513,2019,Soft drink,Bubly sparkling water ,,PEP,2/4/2019,8/5/2019,$113.09 ,$124.40 ,"$263,160,028,394 ","1,377,693,000",1986,"6,510.00","8,500.00",-0.205674721,0.100008843,0.305683564
514,2019,Soft drink,Pepsi ,,PEP,2/4/2019,8/5/2019,$113.09 ,$124.40 ,"$263,160,028,394 ","1,377,693,000",1986,"6,510.00","8,500.00",-0.205674721,0.100008843,0.305683564
247,2010,Wireless,Boost Mobile,Shuffle,S,2/8/2010,8/9/2010,#VALUE!,#VALUE!,"$4,519,804,860 ","288,621,000",2013,"1,339.69","1,678.92",#VALUE!,#VALUE!,0.25321542
350,2015,Wireless,Sprint ,,SFTBY,2/2/2015,8/3/2015,$15.12 ,$13.82 ,#FIELD!,#FIELD!,1981,"3,181.63","3,372.00",-0.145510757,-0.08567648,0.059834277
351,2015,Wireless,T-Mobile ,,DTEGY,2/2/2015,8/3/2015,$17.62 ,$18.50 ,"$120,309,300,000 ","4,986,458,000",1995,"3,181.63","3,372.00",-0.00989103,0.049943246,0.059834277
352,2015,Wireless,T-Mobile ,,DTEGY,2/2/2015,8/3/2015,$17.62 ,$18.50 ,"$120,309,300,000 ","4,986,458,000",1995,"3,181.63","3,372.00",-0.00989103,0.049943246,0.059834277
386,2016,Wireless,T-Mobile ,,DTEGY,2/8/2016,8/8/2016,$16.04 ,$17.16 ,"$120,309,300,000 ","4,986,458,000",1995,"2,757.00","4,102.00",-0.418023675,0.069825436,0.487849111
387,2016,Wireless,T-Mobile ,,DTEGY,2/8/2016,8/8/2016,$16.04 ,$17.16 ,"$120,309,300,000 ","4,986,458,000",1995,"2,757.00","4,102.00",-0.418023675,0.069825436,0.487849111
423,2017,Wireless,Sprint ,,SFTBY,2/6/2017,8/7/2017,$19.30 ,$20.58 ,#FIELD!,#FIELD!,1981,"4,448.00","5,635.00",-0.200799335,0.066062176,0.266861511
424,2017,Wireless,T-Mobile ,,DTEGY,2/6/2017,8/7/2017,$17.05 ,$18.78 ,"$120,309,300,000 ","4,986,458,000",1995,"4,448.00","5,635.00",-0.165395235,0.101466276,0.266861511
